日期,省份,确诊人数,治愈人数,死亡人数,新增确诊,新增治愈,新增死亡,现有确诊,扩散指数
2月7日,内蒙古,52,5,0,2,1,0,47,0.043478261
2月8日,内蒙古,54,5,0,2,0,0,49,0.042553191
2月9日,内蒙古,58,5,0,4,0,0,53,0.081632653
2月10日,内蒙古,58,5,0,0,0,0,53,0
2月11日,内蒙古,60,5,0,2,0,0,55,0.037735849
2月12日,内蒙古,61,6,0,1,1,0,55,0.018181818
2月13日,内蒙古,65,6,0,4,0,0,59,0.072727273
2月14日,内蒙古,68,6,0,3,0,0,62,0.050847458
2月15日,内蒙古,70,7,0,2,1,0,63,0.032258065
1月21日,宁夏,1,0,0,0,0,0,1,0
1月22日,宁夏,1,0,0,0,0,0,1,0
1月23日,宁夏,2,0,0,1,0,0,2,1
1月24日,宁夏,3,0,0,1,0,0,3,0.5
1月25日,宁夏,4,0,0,1,0,0,4,0.333333333
1月26日,宁夏,7,0,0,3,0,0,7,0.75
1月27日,宁夏,11,0,0,4,0,0,11,0.571428571
1月28日,宁夏,12,0,0,1,0,0,12,0.090909091
1月29日,宁夏,17,0,0,5,0,0,17,0.416666667
1月30日,宁夏,21,0,0,4,0,0,21,0.235294118
1月31日,宁夏,26,0,0,5,0,0,26,0.238095238
2月1日,宁夏,28,0,0,2,0,0,28,0.076923077
2月2日,宁夏,31,1,0,3,1,0,30,0.107142857
2月3日,宁夏,34,1,0,3,0,0,33,0.1
2月4日,宁夏,34,1,0,0,0,0,33,0
2月5日,宁夏,40,1,0,6,0,0,39,0.181818182
2月6日,宁夏,43,5,0,3,4,0,38,0.076923077
2月7日,宁夏,45,5,0,2,0,0,40,0.052631579
2月8日,宁夏,45,13,0,0,8,0,32,0
2月9日,宁夏,49,13,0,4,0,0,36,0.125
2月10日,宁夏,53,14,0,4,1,0,39,0.111111111
2月11日,宁夏,58,22,0,5,8,0,36,0.128205128
2月12日,宁夏,64,24,0,6,2,0,40,0.166666667
2月13日,宁夏,67,24,0,3,0,0,43,0.075
2月14日,宁夏,70,27,0,3,3,0,43,0.069767442
2月15日,宁夏,70,33,0,0,6,0,37,0
1月21日,青海,0,0,0,0,0,0,0,0
1月22日,青海,0,0,0,0,0,0,0,#DIV/0!
1月23日,青海,0,0,0,0,0,0,0,#DIV/0!
1月24日,青海,1,0,0,1,0,0,1,#DIV/0!
1月25日,青海,1,0,0,0,0,0,1,0
1月26日,青海,6,0,0,5,0,0,6,5
1月27日,青海,6,0,0,0,0,0,6,0
1月28日,青海,7,0,0,1,0,0,7,0.166666667
1月29日,青海,8,0,0,1,0,0,8,0.142857143
1月30日,青海,8,0,0,0,0,0,8,0
1月31日,青海,9,0,0,1,0,0,9,0.125
2月1日,青海,11,0,0,2,0,0,11,0.222222222
2月2日,青海,13,0,0,2,0,0,13,0.181818182
2月3日,青海,15,0,0,2,0,0,15,0.153846154
2月4日,青海,17,0,0,2,0,0,17,0.133333333
2月5日,青海,18,3,0,1,3,0,15,0.058823529
2月6日,青海,18,3,0,0,0,0,15,0
2月7日,青海,18,3,0,0,0,0,15,0
2月8日,青海,18,3,0,0,0,0,15,0
2月9日,青海,18,3,0,0,0,0,15,0
2月10日,青海,18,3,0,0,0,0,15,0
2月11日,青海,18,5,0,0,2,0,13,0
2月12日,青海,18,9,0,0,4,0,9,0
2月13日,青海,18,11,0,0,2,0,7,0
2月14日,青海,18,11,0,0,0,0,7,0
2月15日,青海,18,13,0,0,2,0,5,0
1月21日,山东,2,0,0,0,0,0,2,0
1月22日,山东,6,0,0,4,0,0,6,2
1月23日,山东,15,0,0,9,0,0,15,1.5
1月24日,山东,27,0,0,12,0,0,27,0.8
1月25日,山东,39,0,0,12,0,0,39,0.444444444
1月26日,山东,75,1,0,36,1,0,74,0.923076923
1月27日,山东,95,1,0,20,0,0,94,0.27027027
1月28日,山东,130,1,0,35,0,0,129,0.372340426
1月29日,山东,158,1,0,28,0,0,157,0.217054264
1月30日,山东,184,2,0,26,1,0,182,0.165605096
1月31日,山东,206,3,0,22,1,0,203,0.120879121
2月1日,山东,230,5,0,24,2,0,225,0.118226601
2月2日,山东,259,7,0,29,2,0,252,0.128888889
2月3日,山东,270,7,0,11,0,0,263,0.043650794
2月4日,山东,298,13,0,28,6,0,285,0.106463878
2月5日,山东,343,18,0,45,5,0,325,0.157894737
2月6日,山东,379,37,0,36,19,0,342,0.110769231
2月7日,山东,407,38,0,28,1,0,369,0.081871345
2月8日,山东,435,50,1,28,12,1,384,0.075880759
2月9日,山东,459,63,1,24,13,0,395,0.0625
2月10日,山东,487,75,1,28,12,0,411,0.070886076
2月11日,山东,497,80,1,10,5,0,416,0.0243309
2月12日,山东,506,98,2,9,18,1,406,0.021634615
2月13日,山东,519,111,2,13,13,0,406,0.032019704
2月14日,山东,530,139,2,11,28,0,389,0.027093596
2月15日,山东,537,164,2,7,25,0,371,0.017994859
1月21日,山西,1,0,0,0,0,0,1,0
1月22日,山西,1,0,0,0,0,0,1,0
1月23日,山西,1,0,0,0,0,0,1,0
1月24日,山西,6,0,0,5,0,0,6,5
1月25日,山西,9,0,0,3,0,0,9,0.5
1月26日,山西,13,0,0,4,0,0,13,0.444444444
1月27日,山西,20,0,0,7,0,0,20,0.538461538
1月28日,山西,27,1,0,7,1,0,26,0.35
1月29日,山西,35,1,0,8,0,0,34,0.307692308
1月30日,山西,39,1,0,4,0,0,38,0.117647059
1月31日,山西,47,1,0,8,0,0,46,0.210526316
2月1日,山西,56,2,0,9,1,0,54,0.195652174
2月2日,山西,66,2,0,10,0,0,64,0.185185185
2月3日,山西,74,2,0,8,0,0,72,0.125
2月4日,山西,81,4,0,7,2,0,77,0.097222222
2月5日,山西,90,6,0,9,2,0,84,0.116883117
2月6日,山西,96,15,0,6,9,0,81,0.071428571
2月7日,山西,104,15,0,8,0,0,89,0.098765432
2月8日,山西,115,21,0,11,6,0,94,0.123595506
2月9日,山西,119,25,0,4,4,0,94,0.042553191
2月10日,山西,122,26,0,3,1,0,96,0.031914894
2月11日,山西,124,30,0,2,4,0,94,0.020833333
2月12日,山西,126,33,0,2,3,0,93,0.021276596
2月13日,山西,126,36,0,0,3,0,90,0
2月14日,山西,127,38,0,1,2,0,89,0.011111111
2月15日,山西,128,46,0,1,8,0,82,0.011235955
1月21日,陕西,0,0,0,0,0,0,0,0
1月22日,陕西,3,0,0,3,0,0,3,#DIV/0!
1月23日,陕西,5,0,0,2,0,0,5,0.666666667
1月24日,陕西,15,0,0,10,0,0,15,2
1月25日,陕西,22,0,0,7,0,0,22,0.466666667
1月26日,陕西,35,0,0,13,0,0,35,0.590909091
1月27日,陕西,46,0,0,11,0,0,46,0.314285714
1月28日,陕西,56,0,0,10,0,0,56,0.217391304
1月29日,陕西,63,0,0,7,0,0,63,0.125
1月30日,陕西,87,0,0,24,0,0,87,0.380952381
1月31日,陕西,101,0,0,14,0,0,101,0.16091954
2月1日,陕西,116,0,0,15,0,0,116,0.148514851
2月2日,陕西,128,0,0,12,0,0,128,0.103448276
2月3日,陕西,142,1,0,14,1,0,141,0.109375
2月4日,陕西,165,2,0,23,1,0,163,0.163120567
2月5日,陕西,173,6,0,8,4,0,167,0.049079755
2月6日,陕西,184,11,0,11,5,0,173,0.065868263
2月7日,陕西,195,17,0,11,6,0,178,0.063583815
2月8日,陕西,208,20,0,13,3,0,188,0.073033708
2月9日,陕西,213,26,0,5,6,0,187,0.026595745
2月10日,陕西,219,31,0,6,5,0,188,0.032085561
2月11日,陕西,225,36,0,6,5,0,189,0.031914894
2月12日,陕西,229,42,0,4,6,0,187,0.021164021
2月13日,陕西,230,49,0,1,7,0,181,0.005347594
2月14日,陕西,232,53,0,2,4,0,179,0.011049724
2月15日,陕西,236,64,0,4,11,0,172,0.022346369
1月21日,上海,9,0,0,0,0,0,9,0
1月22日,上海,16,0,0,7,0,0,16,0.777777778
1月23日,上海,20,1,0,4,1,0,19,0.25
1月24日,上海,33,1,0,13,0,0,32,0.684210526
1月25日,上海,40,1,1,7,0,1,38,0.21875
1月26日,上海,53,3,1,13,2,0,49,0.342105263
1月27日,上海,66,4,1,13,1,0,61,0.265306122
1月28日,上海,96,5,1,30,1,0,90,0.491803279
1月29日,上海,112,5,1,16,0,0,106,0.177777778
1月30日,上海,135,9,1,23,4,0,125,0.216981132
1月31日,上海,169,10,1,34,1,0,158,0.272
2月1日,上海,182,10,1,13,0,0,171,0.082278481
2月2日,上海,203,10,1,21,0,0,192,0.122807018
2月3日,上海,208,10,1,5,0,0,197,0.026041667
2月4日,上海,233,12,1,25,2,0,220,0.126903553
2月5日,上海,254,15,1,21,3,0,238,0.095454545
2月6日,上海,277,30,1,23,15,0,246,0.096638655
2月7日,上海,281,30,1,4,0,0,250,0.016260163
2月8日,上海,292,44,1,11,14,0,247,0.044
2月9日,上海,299,48,1,7,4,0,250,0.028340081
2月10日,上海,303,53,1,4,5,0,249,0.016
2月11日,上海,306,57,1,3,4,0,248,0.012048193
2月12日,上海,313,57,1,7,0,0,255,0.028225806
2月13日,上海,318,62,1,5,5,0,255,0.019607843
2月14日,上海,326,90,1,8,28,0,235,0.031372549
2月15日,上海,328,124,1,2,34,0,203,0.008510638
1月21日,四川,5,0,0,0,0,0,5,0
1月22日,四川,8,0,0,3,0,0,8,0.6
1月23日,四川,15,0,0,7,0,0,15,0.875
1月24日,四川,28,0,0,13,0,0,28,0.866666667
1月25日,四川,44,0,0,16,0,0,44,0.571428571
1月26日,四川,69,0,0,25,0,0,69,0.568181818
1月27日,四川,90,0,0,21,0,0,90,0.304347826
1月28日,四川,108,1,0,18,1,0,107,0.2
1月29日,四川,142,1,1,34,0,1,140,0.317757009
1月30日,四川,177,1,1,35,0,0,175,0.25
1月31日,四川,207,3,1,30,2,0,203,0.171428571
2月1日,四川,231,9,1,24,6,0,221,0.118226601
2月2日,四川,254,13,1,23,4,0,240,0.104072398
2月3日,四川,282,14,1,28,1,0,267,0.116666667
2月4日,四川,301,23,1,19,9,0,277,0.071161049
2月5日,四川,321,27,1,20,4,0,293,0.072202166
2月6日,四川,344,37,1,23,10,0,306,0.078498294
2月7日,四川,363,50,1,19,13,0,312,0.062091503
2月8日,四川,386,62,1,23,12,0,323,0.073717949
2月9日,四川,405,80,1,19,18,0,324,0.058823529
2月10日,四川,417,82,1,12,2,0,334,0.037037037
2月11日,四川,436,85,1,19,3,0,350,0.056886228
2月12日,四川,451,93,1,15,8,0,357,0.042857143
2月13日,四川,463,105,1,12,12,0,357,0.033613445
2月14日,四川,470,115,1,7,10,0,354,0.019607843
2月15日,四川,481,127,3,11,12,2,351,0.031073446
1月21日,台湾,1,0,0,0,0,0,1,0
1月22日,台湾,1,0,0,0,0,0,1,0
1月23日,台湾,1,0,0,0,0,0,1,0
1月24日,台湾,3,0,0,2,0,0,3,2
1月25日,台湾,3,0,0,0,0,0,3,0
1月26日,台湾,5,0,0,2,0,0,5,0.666666667
1月27日,台湾,8,0,0,3,0,0,8,0.6
1月28日,台湾,8,0,0,0,0,0,8,0
1月29日,台湾,9,0,0,1,0,0,9,0.125
1月30日,台湾,10,0,0,1,0,0,10,0.111111111
1月31日,台湾,10,0,0,0,0,0,10,0
2月1日,台湾,10,0,0,0,0,0,10,0
2月2日,台湾,10,0,0,0,0,0,10,0
2月3日,台湾,10,0,0,0,0,0,10,0
2月4日,台湾,11,0,0,1,0,0,11,0.1
2月5日,台湾,11,0,0,0,0,0,11,0
2月6日,台湾,16,1,0,5,1,0,15,0.454545455
2月7日,台湾,17,1,0,1,0,0,16,0.066666667
2月8日,台湾,17,1,0,0,0,0,16,0
2月9日,台湾,18,1,0,1,0,0,17,0.0625
2月10日,台湾,18,1,0,0,0,0,17,0
2月11日,台湾,18,1,0,0,0,0,17,0
2月12日,台湾,18,1,0,0,0,0,17,0
2月13日,台湾,18,1,0,0,0,0,17,0
2月14日,台湾,18,1,0,0,0,0,17,0
2月15日,台湾,18,1,0,0,0,0,17,0
1月21日,天津,4,0,0,0,0,0,4,0
1月22日,天津,4,0,0,0,0,0,4,0
1月23日,天津,8,0,0,4,0,0,8,1
1月24日,天津,10,0,0,2,0,0,10,0.25
1月25日,天津,13,0,0,3,0,0,13,0.3
1月26日,天津,22,0,0,9,0,0,22,0.692307692
1月27日,天津,23,0,0,1,0,0,23,0.045454545
1月28日,天津,24,0,0,1,0,0,24,0.043478261
1月29日,天津,27,0,0,3,0,0,27,0.125
1月30日,天津,31,0,0,4,0,0,31,0.148148148
1月31日,天津,32,0,0,1,0,0,32,0.032258065
2月1日,天津,41,0,0,9,0,0,41,0.28125
2月2日,天津,48,1,0,7,1,0,47,0.170731707
2月3日,天津,60,1,0,12,0,0,59,0.255319149
2月4日,天津,67,2,0,7,1,0,65,0.118644068
2月5日,天津,69,2,1,2,0,1,66,0.030769231
2月6日,天津,79,2,1,10,0,0,76,0.151515152
2月7日,天津,81,2,1,2,0,0,78,0.026315789
2月8日,天津,88,4,1,7,2,0,83,0.08974359
2月9日,天津,94,8,1,6,4,0,85,0.072289157
2月10日,天津,95,8,2,1,0,1,85,0.011764706
2月11日,天津,106,10,2,11,2,0,94,0.129411765
2月12日,天津,112,11,2,6,1,0,99,0.063829787
2月13日,天津,119,21,3,7,10,1,95,0.070707071
2月14日,天津,121,32,3,2,11,0,86,0.021052632
2月15日,天津,122,37,3,1,5,0,82,0.011627907
1月21日,西藏,0,0,0,0,0,0,0,0
1月22日,西藏,0,0,0,0,0,0,0,#DIV/0!
1月23日,西藏,0,0,0,0,0,0,0,#DIV/0!
1月24日,西藏,0,0,0,0,0,0,0,#DIV/0!
1月25日,西藏,0,0,0,0,0,0,0,#DIV/0!
1月26日,西藏,0,0,0,0,0,0,0,#DIV/0!
1月27日,西藏,0,0,0,0,0,0,0,#DIV/0!
1月28日,西藏,0,0,0,0,0,0,0,#DIV/0!
1月29日,西藏,1,0,0,1,0,0,1,#DIV/0!
1月30日,西藏,1,0,0,0,0,0,1,0
1月31日,西藏,1,0,0,0,0,0,1,0
2月1日,西藏,1,0,0,0,0,0,1,0
2月2日,西藏,1,0,0,0,0,0,1,0
2月3日,西藏,1,0,0,0,0,0,1,0
2月4日,西藏,1,0,0,0,0,0,1,0
2月5日,西藏,1,0,0,0,0,0,1,0
2月6日,西藏,1,0,0,0,0,0,1,0
2月7日,西藏,1,0,0,0,0,0,1,0
2月8日,西藏,1,0,0,0,0,0,1,0
2月9日,西藏,1,0,0,0,0,0,1,0
2月10日,西藏,1,0,0,0,0,0,1,0
2月11日,西藏,1,0,0,0,0,0,1,0
2月12日,西藏,1,1,0,0,1,0,0,0
2月13日,西藏,1,1,0,0,0,0,0,#DIV/0!
2月14日,西藏,1,1,0,0,0,0,0,#DIV/0!
2月15日,西藏,1,1,0,0,0,0,0,#DIV/0!
1月21日,香港,0,0,0,0,0,0,0,#DIV/0!
1月22日,香港,2,0,0,2,0,0,2,#DIV/0!
1月23日,香港,2,0,0,0,0,0,2,0
1月24日,香港,5,0,0,3,0,0,5,1.5
1月25日,香港,5,0,0,0,0,0,5,0
1月26日,香港,8,0,0,3,0,0,8,0.6
1月27日,香港,8,0,0,0,0,0,8,0
1月28日,香港,10,0,0,2,0,0,10,0.25
1月29日,香港,10,0,0,0,0,0,10,0
1月30日,香港,12,0,0,2,0,0,12,0.2
1月31日,香港,13,0,0,1,0,0,13,0.083333333
2月1日,香港,14,0,0,1,0,0,14,0.076923077
2月2日,香港,15,0,0,1,0,0,15,0.071428571
2月3日,香港,15,0,0,0,0,0,15,0
2月4日,香港,18,0,1,3,0,1,17,0.2
2月5日,香港,21,0,1,3,0,0,20,0.176470588
2月6日,香港,25,0,1,4,0,0,24,0.2
2月7日,香港,26,0,1,1,0,0,25,0.041666667
2月8日,香港,26,0,1,0,0,0,25,0
2月9日,香港,38,0,1,12,0,0,37,0.48
2月10日,香港,49,0,1,11,0,0,48,0.297297297
2月11日,香港,49,0,1,0,0,0,48,0
2月12日,香港,50,1,1,1,1,0,48,0.020833333
2月13日,香港,53,1,1,3,0,0,51,0.0625
2月14日,香港,56,1,1,3,0,0,54,0.058823529
2月15日,香港,56,1,1,0,0,0,54,0
1月21日,新疆,0,0,0,0,0,0,0,0
1月22日,新疆,2,0,0,2,0,0,2,#DIV/0!
1月23日,新疆,2,0,0,0,0,0,2,0
1月24日,新疆,3,0,0,1,0,0,3,0.5
1月25日,新疆,4,0,0,1,0,0,4,0.333333333
1月26日,新疆,5,0,0,1,0,0,5,0.25
1月27日,新疆,10,0,0,5,0,0,10,1
1月28日,新疆,13,0,0,3,0,0,13,0.3
1月29日,新疆,14,0,0,1,0,0,14,0.076923077
1月30日,新疆,17,0,0,3,0,0,17,0.214285714
1月31日,新疆,18,0,0,1,0,0,18,0.058823529
2月1日,新疆,21,0,0,3,0,0,21,0.166666667
2月2日,新疆,24,0,0,3,0,0,24,0.142857143
2月3日,新疆,29,0,0,5,0,0,29,0.208333333
2月4日,新疆,32,0,0,3,0,0,32,0.103448276
2月5日,新疆,36,0,0,4,0,0,36,0.125
2月6日,新疆,36,0,0,0,0,0,36,0
2月7日,新疆,42,0,0,6,0,0,42,0.166666667
2月8日,新疆,45,0,0,3,0,0,45,0.071428571
2月9日,新疆,49,0,0,4,0,0,49,0.088888889
2月10日,新疆,55,0,0,6,0,0,55,0.12244898
2月11日,新疆,59,3,0,4,3,0,56,0.072727273
2月12日,新疆,63,3,1,4,0,1,59,0.071428571
2月13日,新疆,65,6,1,2,3,0,58,0.033898305
2月14日,新疆,70,6,1,5,0,0,63,0.086206897
2月15日,新疆,71,11,1,1,5,0,59,0.015873016
1月21日,云南,1,0,0,0,0,0,1,0
1月22日,云南,1,0,0,0,0,0,1,0
1月23日,云南,5,0,0,4,0,0,5,4
1月24日,云南,11,0,0,6,0,0,11,1.2
1月25日,云南,11,0,0,0,0,0,11,0
1月26日,云南,26,0,0,15,0,0,26,1.363636364
1月27日,云南,44,0,0,18,0,0,44,0.692307692
1月28日,云南,55,0,0,11,0,0,55,0.25
1月29日,云南,70,0,0,15,0,0,70,0.272727273
1月30日,云南,83,1,0,13,1,0,82,0.185714286
1月31日,云南,91,2,0,8,1,0,89,0.097560976
2月1日,云南,105,3,0,14,1,0,102,0.157303371
2月2日,云南,114,5,0,9,2,0,109,0.088235294
2月3日,云南,117,5,0,3,0,0,112,0.027522936
2月4日,云南,122,5,0,5,0,0,117,0.044642857
2月5日,云南,128,5,0,6,0,0,123,0.051282051
2月6日,云南,136,12,0,8,7,0,124,0.06504065
2月7日,云南,138,12,0,2,0,0,126,0.016129032
2月8日,云南,140,17,0,2,5,0,123,0.015873016
2月9日,云南,149,19,0,9,2,0,130,0.073170732
2月10日,云南,153,20,0,4,1,0,133,0.030769231
2月11日,云南,154,20,0,1,0,0,134,0.007518797
2月12日,云南,155,23,0,1,3,0,132,0.007462687
2月13日,云南,162,27,0,7,4,0,135,0.053030303
2月14日,云南,168,35,0,6,8,0,133,0.044444444
2月15日,云南,169,42,0,1,7,0,127,0.007518797
1月21日,浙江,10,0,0,0,0,0,10,0
1月22日,浙江,27,1,0,17,1,0,26,1.7
1月23日,浙江,43,1,0,16,0,0,42,0.615384615
1月24日,浙江,62,1,0,19,0,0,61,0.452380952
1月25日,浙江,104,1,0,42,0,0,103,0.68852459
1月26日,浙江,128,1,0,24,0,0,127,0.233009709
1月27日,浙江,173,3,0,45,2,0,170,0.354330709
1月28日,浙江,296,4,0,123,1,0,292,0.723529412
1月29日,浙江,428,8,0,132,4,0,420,0.452054795
1月30日,浙江,538,9,0,110,1,0,529,0.261904762
1月31日,浙江,599,20,0,61,11,0,579,0.115311909
2月1日,浙江,661,23,0,62,3,0,638,0.107081174
2月2日,浙江,724,43,0,63,20,0,681,0.098746082
2月3日,浙江,829,48,0,105,5,0,781,0.154185022
2月4日,浙江,895,63,0,66,15,0,832,0.084507042
2月5日,浙江,954,81,0,59,18,0,873,0.070913462
2月6日,浙江,1006,122,0,52,41,0,884,0.059564719
2月7日,浙江,1048,127,0,42,5,0,921,0.047511312
2月8日,浙江,1075,185,0,27,58,0,890,0.029315961
2月9日,浙江,1092,239,0,17,54,0,853,0.019101124
2月10日,浙江,1117,250,0,25,11,0,867,0.029308324
2月11日,浙江,1131,279,0,14,29,0,852,0.016147636
2月12日,浙江,1145,327,0,14,48,0,818,0.016431925
2月13日,浙江,1155,367,0,10,40,0,788,0.012224939
2月14日,浙江,1162,409,0,7,42,0,753,0.008883249
2月15日,浙江,1167,437,0,5,28,0,730,0.006640106
1月21日,重庆,6,0,0,0,0,0,6,0
1月22日,重庆,9,0,0,3,0,0,9,0.5
1月23日,重庆,27,0,0,18,0,0,27,2
1月24日,重庆,57,0,0,30,0,0,57,1.111111111
1月25日,重庆,75,0,0,18,0,0,75,0.315789474
1月26日,重庆,110,0,0,35,0,0,110,0.466666667
1月27日,重庆,132,0,0,22,0,0,132,0.2
1月28日,重庆,147,0,0,15,0,0,147,0.113636364
1月29日,重庆,182,2,0,35,2,0,180,0.238095238
1月30日,重庆,211,2,0,29,0,0,209,0.161111111
1月31日,重庆,247,3,1,36,1,1,243,0.172248804
2月1日,重庆,275,8,1,28,5,0,266,0.115226337
2月2日,重庆,312,8,2,37,0,1,302,0.139097744
2月3日,重庆,337,9,2,25,1,0,326,0.082781457
2月4日,重庆,366,14,2,29,5,0,350,0.088957055
2月5日,重庆,389,15,2,23,1,0,372,0.065714286
2月6日,重庆,415,31,2,26,16,0,382,0.069892473
2月7日,重庆,426,31,2,11,0,0,393,0.028795812
2月8日,重庆,446,39,2,20,8,0,405,0.050890585
2月9日,重庆,466,64,2,20,25,0,400,0.049382716
2月10日,重庆,489,72,2,23,8,0,415,0.0575
2月11日,重庆,505,79,3,16,7,1,423,0.038554217
2月12日,重庆,518,102,3,13,23,0,413,0.030732861
2月13日,重庆,529,128,4,11,26,1,397,0.026634383
2月14日,重庆,537,152,5,8,24,1,380,0.020151134
2月15日,重庆,544,184,5,7,32,0,355,0.018421053
1月21日,总计,544,0,17,0,0,0,527,0
1月22日,总计,639,0,17,95,0,0,622,0.180265655
1月23日,总计,881,35,26,242,35,9,820,0.389067524
1月24日,总计,1377,38,41,496,3,15,1298,0.604878049
1月25日,总计,2005,48,56,628,10,15,1901,0.483821263
1月26日,总计,2857,54,82,852,6,26,2721,0.448185166
1月27日,总计,4630,68,106,1773,14,24,4456,0.651598677
1月28日,总计,6096,112,132,1466,44,26,5852,0.328994614
1月29日,总计,8149,139,171,2053,27,39,7839,0.350820232
1月30日,总计,9812,183,213,1663,44,42,9416,0.212144406
1月31日,总计,11899,258,259,2087,75,46,11382,0.22164401
2月1日,总计,14490,361,304,2591,103,45,13825,0.227640134
2月2日,总计,17339,512,361,2849,151,57,16466,0.206075949
2月3日,总计,20420,634,425,3081,122,64,19361,0.187112839
2月4日,总计,24295,893,491,3875,259,66,22911,0.200144621
2月5日,总计,28025,1139,564,3730,246,73,26322,0.162803893
2月6日,总计,31249,1682,637,3224,543,73,28930,0.122483094
2月7日,总计,34622,2067,723,3373,385,86,31832,0.116591773
2月8日,总计,37251,2714,813,2629,647,90,33724,0.082589847
2月9日,总计,40247,3430,909,2996,716,96,35908,0.088838809
2月10日,总计,42744,4045,1017,2497,615,108,37682,0.069538821
2月11日,总计,44736,4763,1114,1992,718,97,38859,0.052863436
2月12日,总计,58839,5686,1259,14103,923,145,51894,0.362927507
2月13日,总计,63935,6763,1381,5096,1077,122,55791,0.098200177
2月14日,总计,66577,8132,1524,2642,1369,143,56921,0.047355308
2月15日,总计,68584,9459,1666,2007,1327,142,57459,0.035259395
